input,output
"Before starting her shift, a waitress checks to make sure there is enough mustard for her customers. She finds 0.25 of a bottle at the first table, 0.25 of a bottle at the second table, and 0.375 of a bottle at the third table.Altogether, how many bottles of mustard does the waitress find?",0.875
Shirley starts with 98 eggs. She buys 8 more.How many eggs does Shirley end with?,106
 Mrs. Sheridan has 11 cats. Mrs. Garrett has 24 cats. How many more cats does Mrs. Garrett have than Mrs.Sheridan?,13
"Joan found 79 seashells on the beach, she gave Mike 63 of the seashells.How many seashells does she now have ?",16
Hannah's Vegetarian Restaurant bought 0.3333333333333333 of a pound of green peppers and 0.3333333333333333 of a pound of red peppers.How many pounds of peppers did Hannah's Vegetarian Restaurant buy in all?,0.666666667
 Gavin has 23 shirts. 6 are blue the rest are green.How many green shirts does Gavin have?,17
"Michelle began her pizza delivery route with 0.5 tank of gas in her car . When she made it back to the pizzeria , 0.16666666666666666 tank of gas was .How much gas did Michelle use ?",0.333333333
A marine biologist measured one fish that was 0.3 of a foot long and a second fish that was 0.2 of a foot long.How much longer was the first fish?,0.1
 There were 27 boys and 35 girls on the playground at recess.How many children were on the playground at recess?,62
" Ellen had 2080 Legos, but she lost 17 Legos.How many Legos does she have now?",2063
Paco had 93 cookies. Paco ate 15 of them.How many cookies did Paco have left?,78
Sara got fast food for lunch. Sara spent $5.36 on a hotdog and $5.10 on a salad.What was the total of the lunch bill?,10.46
There are 33 pencils and 44 crayons in the drawer . Joan placed 27 pencils in the drawer .How many pencils are now there in total ?,60
There are 9 cards. 4 cards more are added.How many are there total?,13
It rained 0.2 inches on Saturday and 0.4 inches on Sunday.How much did it rain on Saturday and Sunday combined?,0.6
"Shannon and her family use up a lot of strawberry and blueberry jelly , since they eat toast every morning . At the moment , they have a combined total of 6310 grams of jelly .If they have 4518 grams of blueberry jelly , how many grams of strawberry jelly do they have ?",1792
"It rained 0.9 inches on Monday. On Tuesday, it rained 0.7 inches less than on Monday.How much did it rain on Tuesday?",0.2
"Mary went to the mall . She spent $ 13.04 on a shirt and $ 12.27 on a jacket . She went to 2 shops .In total , how much money did Mary spend on clothing ?",25.31
There are 33 walnut trees currently in the park . Park workers will plant 44 walnut trees today .How many walnut trees will the park have when the workers are finished ?,77
"Jason picked 46 pears, Keith picked 47 pears, and Mike picked  12 pears from the pear tree.How many pears were picked in total ?",105
"At the beach , Miki and her sister both built sandcastles and then measured their heights . Miki 's sandcastle was 0.8333333333333334 foot tall and her sister 's was 0.5 foot tall .How much taller was Miki 's sandcastle than her sister 's ?",0.333333333
 Mrs. Snyder made 86 heart cookies. She made 36 red cookies and the rest are pink.How many pink cookies did she make?,50
 Todd has some gum. Steve gave him 16 more pieces of gum. Now Todd has 54 pieces of gum.How many pieces did Todd have to start  with?,38
Amy starts with 7 peanuts. Gerald gives Amy 55 more.How many peanuts does Amy end with?,62
"Last year at Newberg's airport, 14,507 passengers landed on time. Unfortunately, 213 passengers landed late.In all, how many passengers landed in Newberg last year?",14720
There were 73 bales of hay in the barn . Jason stacked bales in the barn today . There are now 96 bales of hay in the barn .How many bales did he store in the barn ?,23
Mary has 9 yellow marbles. Joan has 3 yellow marbles .How many yellow marbles do they have in all ?,12
Melanie picked 7 plums and 4 oranges from the orchard . She gave 3 plums to Sam .How many plums does she have now ?,4
Tom had 27 pennies and 15 dimes in his bank . His dad gave him 33 dimes and 49 nickels .How many dimes does he have now ?,48
"Joan picked 37 oranges, and Sara picked 10 oranges . Alyssa picked 30 pears .How many oranges were picked in total ?",47
 Lino picked up 292 shells at the seashore in the morning and 324 shells in the afternoon.How many shells did he pick up in all?,616
Brian has 76 cards. Wayne takes 59 away.How many cards will Brian have?,17
Mary had 7 nickels in her bank . Her dad gave her 5 nickels .How many nickels does Mary have now ?,12
"The Montoya family spends 0.6 their budget on groceries and another 0.2 going out to eat .Altogether , what fraction of their budget does the Montoya family spend on food ?",0.8
"A waitress put leftover tarts into the fridge on Thursday night. She noticed that the restaurant had 0.08333333333333333 of a tart filled with cherries, 0.75 of a tart filled with blueberries, and 0.08333333333333333 of a tart filled with peaches.How many leftover tarts did the restaurant have in all?",0.916666667
There are 9 crayons in the drawer . Benny placed 3 crayons in the drawer .How many crayons are now there in total ?,12
Jason has 18 books and he has read 9 of them . Mary has 42 books .How many books do they have together ?,60
Pamela has 50 skittles. She gives 7 to Karen.How many skittles will Pamela have?,43
"Abe 's family moved from the Bahamas to Japan , so they had convert their money into Japanese yen . Their checking account now has 6359 yen and their savings account now has 3485 yen .How many yen do they have ?",9844
Dale 's Vegetarian Restaurant bought 2.8333333333333335 pounds of green peppers and 2.8333333333333335 pounds of red peppers .How many pounds of peppers did Dale 's Vegetarian Restaurant buy in all ?,5.666666667
 Gary had 73 dollars. He spent 55 dollars on a pet snake.How many dollars did Gary have left?,18
The town of Milburg has 5256 grown-ups and 2987 children.How many people live in Milburg?,8243
There were 32 bales of hay in the barn and 26 bales in the shed . Jason stacked bales in the barn today . There are now 98 bales of hay in the barn .How many bales did he store in the barn ?,66
Tom has 9 yellow balloons. Sara has 8 yellow balloons .How many yellow balloons do they have in total ?,17
Sam has 16 blue and 25 green balloons . Alyssa has 21 blue balloons .How many blue balloons do they have in all ?,37
 Iesha has 58 books. 19 are about school and the rest are about sports.How many books about sports does Iesha have?,39
Arthur removes 4 pencils from a jar. There were originally 87 pencils in the jar.How many pencils are left in the jar?,83
A construction company bought 5.91 tons of gravel and 8.11 tons of sand .How many tons of material did the company buy in all ?,14.02
"Mike joined his school's band. He bought a trumpet for $145.16, and a song book which was $5.84.How much did Mike spend at the music store?",151
Jason found 49 seashells and 48 starfish on the beach . He gave 13 of the seashells to Tim .How many seashells does Jason now have ?,36
Joan has 40 blue balloons Melanie has 41 blue balloons.How many blue balloons do they have in total ?,81
Professor Ellison weighed 2 pieces of metal for an experiment . The piece of iron weighed 11.166666666666666 pounds and the piece of aluminum weighed 0.8333333333333334 pound .How much more did the piece of iron weigh than the piece of aluminum ?,10.33333333
"Marta picked 2 pumpkins . The first pumpkin weighed 4 pounds , and the second pumpkin weighed 8.7 pounds .How much did the 2 pumpkins weigh all together ?",12.7
There are 2 orchid bushes currently in the park . Park workers will plant 4 orchid bushes today .How many orchid bushes will the park have when the workers are finished ?,6
Keith has 20 books . Jason has 21 books .How many books do they have together ?,41
"In Mr. Olsen's mathematics class, 0.7 of the students received A's and 0.2 received B's.What fraction of the students received either A's or B's?",0.9
 Paul had 42 strawberries in his basket. He picked 78 more strawberries.How many strawberries did he have then?,120
Sam had 9 dimes in his bank. His dad gave him 7 more dimes.How many dimes does Sam have now ?,16
Ronald has 13 blocks. Martha has with 4 blocks. Martha finds another 80.How many blocks does Martha end with?,84
There are 9 oak trees currently in the park . Park workers had to cut down 2 oak trees that were damaged .How many oak trees will the park have when the workers are finished ?,7
"Joan purchased a basketball game for $ 5.20 , and a racing game for $ 4.23 .How much did Joan spend on video games ?",9.43
"Joan has 9 blue balloons , Sally has 5 blue balloons , and Jessica has 2 blue balloons .How many blue balloons do they have in total ?",16
Eve ran 0.7 mile and walked 0.6 mile .How much farther did Eve run than walk ?,0.1
Scott has 4 tickets. Ernest has with 9 tickets. Ernest finds another 72.How many tickets does Ernest end with?,81
" Isha’s pencil is 31 inches long. If she sharpens it, now her pencil is 14 inches long.How much did she sharpen off of her pencil?",17
 There were 58 geese and 37 ducks in the marsh.How many birds were in the marsh?,95
 Brad has 17 balloons. 8 balloons are red and the rest are green.How many green balloons does Brad have?,9
"Joan had 695 Pokemon cards , and 6 were torn . Sara bought 133 of Joan 's Pokemon cards .How many Pokemon cards does Joan have now ?",562
"Last year at Newberg 's airport , 14507 passengers landed on time . Unfortunately , 213 passengers landed late .In all , how many passengers landed in Newberg last year ?",14720
" 18 children were riding on the bus. At the bus stop, some more children got on the bus. Then there were 25 children altogether on the bus.How  many children got on the bus at the bus stop?",7
